87.900,682.3500,0.54988,1
89.900,689.4000,0.55556,1
91.900,671.7500,0.54134,1
93.900,679.7500,0.54778,1
95.900,676.9500,0.54553,1
97.900,682.7000,0.55016,1
99.900,690.7000,0.55661,1
101.900,679.8000,0.54782,1
103.900,683.4500,0.55077,1
105.900,684.2500,0.55141,1
107.900,680.0500,0.54803,1
109.900,680.0000,0.54799,1
111.900,674.1500,0.54327,1
113.900,687.9000,0.55435,1
115.900,684.0500,0.55125,1
117.900,680.4500,0.54835,1
119.900,671.1500,0.54085,1
121.900,682.5000,0.55000,1
123.900,676.2500,0.54496,1
125.900,678.8500,0.54706,1
127.900,680.8000,0.54863,1
129.900,675.4000,0.54428,1
131.900,685.0000,0.55201,1
133.900,683.5500,0.55085,1
135.900,676.0500,0.54480,1
137.900,680.3500,0.54827,1
139.900,677.0000,0.54557,1
141.900,680.6500,0.54851,1
143.900,673.5000,0.54275,1
145.900,661.8000,0.53332,1
147.900,671.4500,0.54110,1
149.900,675.7500,0.54456,1
151.900,671.1000,0.54081,1
153.900,672.9500,0.54230,1
155.900,671.5500,0.54118,1
157.900,665.6000,0.53638,1
159.900,670.1500,0.54005,1
161.900,662.0000,0.53348,1
163.900,666.3000,0.53695,1
165.900,672.4000,0.54186,1
167.900,659.5000,0.53147,1
169.900,678.0000,0.54637,1
171.900,676.1000,0.54484,1
173.900,668.5000,0.53872,1
175.900,668.9500,0.53908,1
177.900,667.6500,0.53803,1
179.900,678.9500,0.54714,1
181.900,651.1500,0.52474,1
183.900,669.9000,0.53985,1
185.900,676.0000,0.54476,1
187.900,660.7500,0.53247,1
189.900,666.4500,0.53707,1
191.900,670.2000,0.54009,1
193.900,660.3000,0.53211,1
195.900,671.2500,0.54093,1
197.900,663.6500,0.53481,1
199.900,654.7500,0.52764,1
201.900,667.1000,0.53759,1
203.900,672.3000,0.54178,1
205.900,664.3000,0.53533,1
207.900,654.8000,0.52768,1
209.900,667.1500,0.53763,1
211.900,657.0000,0.52945,1
213.900,667.5500,0.53795,1
215.900,674.9500,0.54392,1
217.900,663.6500,0.53481,1
219.900,683.3000,0.55064,1
221.900,665.1000,0.53598,1
223.900,669.0000,0.53912,1
