60.000,9424.0000,0.47454,1
61.000,9312.0000,0.46890,1
62.000,9216.0000,0.46407,1
63.000,9232.0000,0.46488,1
64.000,9488.0000,0.47777,1
65.000,9472.0000,0.47696,1
66.000,9376.0000,0.47213,1
67.000,9216.0000,0.46407,1
68.000,9248.0000,0.46568,1
69.000,9520.0000,0.47938,1
70.000,9328.0000,0.46971,1
71.000,9392.0000,0.47293,1
# LED OFF
72.000,512.0000,0.02578,0
73.000,512.0000,0.02578,0
74.000,496.0000,0.02498,0
75.000,544.0000,0.02739,0
76.000,496.0000,0.02498,0
77.000,480.0000,0.02417,0
78.000,480.0000,0.02417,0
79.000,480.0000,0.02417,0
80.000,528.0000,0.02659,0
81.000,528.0000,0.02659,0
82.000,560.0000,0.02820,0
83.000,512.0000,0.02578,0
84.000,496.0000,0.02498,0
85.000,528.0000,0.02659,0
# LED ON
86.000,9248.0000,0.46568,1
87.000,9232.0000,0.46488,1
88.000,9184.0000,0.46246,1
89.000,9280.0000,0.46729,1
90.000,9376.0000,0.47213,1
91.000,9440.0000,0.47535,1
92.000,9280.0000,0.46729,1
93.000,9312.0000,0.46890,1
94.000,9296.0000,0.46810,1
95.000,9648.0000,0.48582,1
96.000,9360.0000,0.47132,1
97.000,9152.0000,0.46085,1
98.000,9648.0000,0.48582,1
99.000,9328.0000,0.46971,1
100.000,9264.0000,0.46649,1
101.000,9424.0000,0.47454,1
102.000,9264.0000,0.46649,1
103.000,9328.0000,0.46971,1
104.000,9296.0000,0.46810,1
105.000,9328.0000,0.46971,1
106.000,9344.0000,0.47051,1
107.000,9360.0000,0.47132,1
108.000,9264.0000,0.46649,1
109.000,9408.0000,0.47374,1
110.000,9552.0000,0.48099,1
111.000,9312.0000,0.46890,1
112.000,9392.0000,0.47293,1
113.000,9296.0000,0.46810,1
114.000,9296.0000,0.46810,1
115.000,9280.0000,0.46729,1
116.000,9408.0000,0.47374,1
117.000,9328.0000,0.46971,1
118.000,9168.0000,0.46165,1
119.000,9616.0000,0.48421,1
120.000,9392.0000,0.47293,1
121.000,9264.0000,0.46649,1
122.000,9408.0000,0.47374,1
123.000,9264.0000,0.46649,1
124.000,9488.0000,0.47777,1
125.000,9232.0000,0.46488,1
126.000,9328.0000,0.46971,1
127.000,9296.0000,0.46810,1
128.000,9280.0000,0.46729,1
129.000,9376.0000,0.47213,1
130.000,9600.0000,0.48341,1
131.000,9216.0000,0.46407,1
132.000,9408.0000,0.47374,1
133.000,9264.0000,0.46649,1
134.000,9632.0000,0.48502,1
135.000,9392.0000,0.47293,1
136.000,9264.0000,0.46649,1
137.000,9440.0000,0.47535,1
138.000,9184.0000,0.46246,1
139.000,9408.0000,0.47374,1
140.000,9392.0000,0.47293,1
141.000,9328.0000,0.46971,1
142.000,9168.0000,0.46165,1
143.000,9344.0000,0.47051,1
144.000,9392.0000,0.47293,1
145.000,9296.0000,0.46810,1
146.000,9312.0000,0.46890,1
147.000,9200.0000,0.46326,1
148.000,9152.0000,0.46085,1
149.000,9488.0000,0.47777,1
150.000,9520.0000,0.47938,1
151.000,9424.0000,0.47454,1
152.000,9424.0000,0.47454,1
153.000,9248.0000,0.46568,1
154.000,9344.0000,0.47051,1
155.000,9680.0000,0.48743,1
156.000,9104.0000,0.45843,1
157.000,9408.0000,0.47374,1
158.000,9184.0000,0.46246,1
159.000,9216.0000,0.46407,1
160.000,9552.0000,0.48099,1
161.000,9472.0000,0.47696,1
162.000,9664.0000,0.48663,1
163.000,9328.0000,0.46971,1
164.000,9312.0000,0.46890,1
165.000,9264.0000,0.46649,1
166.000,9296.0000,0.46810,1
167.000,9216.0000,0.46407,1
168.000,9376.0000,0.47213,1
169.000,9616.0000,0.48421,1
170.000,9360.0000,0.47132,1
171.000,9376.0000,0.47213,1
172.000,9392.0000,0.47293,1
173.000,9136.0000,0.46004,1
174.000,9184.0000,0.46246,1
175.000,9392.0000,0.47293,1
