1395.968,485.2600,0.39105,1
1400.968,485.8800,0.39155,1
1405.968,485.3400,0.39112,1
1410.968,485.3800,0.39115,1
1415.968,485.5800,0.39131,1
1420.968,485.5000,0.39125,1
1425.968,485.1400,0.39096,1
1430.968,485.5400,0.39128,1
1435.968,485.5600,0.39129,1
1440.968,485.2800,0.39107,1
1445.968,485.7200,0.39142,1
1450.968,485.2000,0.39100,1
1455.968,485.3000,0.39108,1
1460.968,485.4200,0.39118,1
1465.968,484.8400,0.39071,1
1470.968,485.4600,0.39121,1
1475.968,485.1800,0.39099,1
1480.968,485.2400,0.39104,1
1485.968,484.9200,0.39078,1
1490.968,485.1200,0.39094,1
1495.968,485.5000,0.39125,1
1500.968,485.4400,0.39120,1
1505.968,485.3400,0.39112,1
1510.968,485.4800,0.39123,1
1515.968,485.4200,0.39118,1
1520.968,485.4600,0.39121,1
1525.968,485.3000,0.39108,1
1530.968,485.2000,0.39100,1
1535.968,485.1800,0.39099,1
1540.968,484.6200,0.39054,1
1545.968,485.5000,0.39125,1
1550.968,485.3000,0.39108,1
1555.968,484.6400,0.39055,1
1560.968,484.9000,0.39076,1
1565.968,485.1200,0.39094,1
1570.968,484.7000,0.39060,1
1575.968,485.2200,0.39102,1
1580.968,485.2200,0.39102,1
1585.968,484.4200,0.39038,1
1590.968,484.9000,0.39076,1
1595.968,485.1000,0.39092,1
1600.968,485.2600,0.39105,1
1605.968,485.0600,0.39089,1
1610.968,485.4600,0.39121,1
1615.968,485.0000,0.39084,1
1620.968,485.0200,0.39086,1
1625.968,484.8200,0.39070,1
1630.968,484.8200,0.39070,1
1635.968,484.9800,0.39083,1
1640.968,485.7400,0.39144,1
1645.968,485.0000,0.39084,1
1650.968,485.0800,0.39091,1
1655.968,484.8400,0.39071,1
1660.968,485.2200,0.39102,1
1665.968,484.9600,0.39081,1
1670.968,484.8600,0.39073,1
1675.968,485.1800,0.39099,1
1680.968,485.1000,0.39092,1
1685.968,485.2600,0.39105,1
1690.968,484.8800,0.39075,1
1695.968,484.6800,0.39058,1
1700.968,485.1200,0.39094,1
1705.968,484.7800,0.39067,1
1710.968,484.7000,0.39060,1
1715.968,484.9000,0.39076,1
1720.968,484.4800,0.39042,1
1725.968,485.3000,0.39108,1
1730.968,484.7000,0.39060,1
1735.968,484.5800,0.39050,1
1740.968,485.3200,0.39110,1
1745.968,484.7800,0.39067,1
1750.968,484.8400,0.39071,1
1755.968,484.6400,0.39055,1
1760.968,484.7800,0.39067,1
1765.968,485.1800,0.39099,1
1770.968,484.9400,0.39079,1
