104.900,warmup,warmup,21,241.2600,0.17675
109.900,warmup,warmup,22,240.5000,0.17619
114.900,warmup,warmup,23,240.4200,0.17613
119.900,warmup,warmup,24,240.3200,0.17606
124.900,warmup,warmup,25,241.4200,0.17686
# warmup complete at t=124.900s; buttons enabled
# blank begin at t=139.285s
# blank settle begin at t=139.285s
144.185,blank,settle,1,240.1600,0.17594
149.185,blank,settle,2,240.5800,0.17625
154.185,blank,settle,3,240.2800,0.17603
159.185,blank,settle,4,240.6200,0.17628
164.185,blank,settle,5,240.4800,0.17618
# blank avg begin at t=164.185s
169.085,blank,avg,1,241.0800,0.17662
174.085,blank,avg,2,241.1600,0.17667
179.085,blank,avg,3,239.6800,0.17559
184.085,blank,avg,4,240.3200,0.17606
189.085,blank,avg,5,240.5200,0.17621
194.085,blank,avg,6,240.6000,0.17626
199.085,blank,avg,7,240.5800,0.17625
204.085,blank,avg,8,240.1600,0.17594
209.085,blank,avg,9,240.4800,0.17618
214.085,blank,avg,10,240.5400,0.17622
# blank final = 240.5120 counts, 0.17620 V (mean of 10 avg rounds)
# sample begin at t=223.353s
# sample settle begin at t=223.353s
228.253,sample,settle,1,240.4600,0.17616
233.253,sample,settle,2,240.5800,0.17625
238.253,sample,settle,3,239.8200,0.17569
243.253,sample,settle,4,240.9800,0.17654
248.253,sample,settle,5,240.3200,0.17606
# sample avg begin at t=248.253s
253.153,sample,avg,1,241.0600,0.17660
258.153,sample,avg,2,240.2200,0.17599
263.153,sample,avg,3,240.1600,0.17594
268.153,sample,avg,4,239.1000,0.17516
273.153,sample,avg,5,240.2200,0.17599
278.153,sample,avg,6,240.0800,0.17588
283.153,sample,avg,7,240.6000,0.17626
288.153,sample,avg,8,239.8000,0.17568
293.153,sample,avg,9,239.4800,0.17544
298.153,sample,avg,10,240.4200,0.17613
# sample final = 240.1140 counts, 0.17591 V (mean of 10 avg rounds)
# absorbance = log10(240.5120 / 240.1140) = 0.000719
# blank begin at t=434.720s
# blank settle begin at t=434.721s
439.621,blank,settle,1,240.3600,0.17609
444.621,blank,settle,2,239.4800,0.17544
